doi,title,abstract,journal,publisher,label,reason,extra
10.1021/acsaem.1c02113,"Interface and Grain Boundary Passivation by PEA-SCN Double Ions via One-Step Crystal Engineering for All Air-Processed, Stable Perovskite Solar Cells","The degeneration of organic–inorganic hybrid perovskite solar cells (PSCs) under ambient air is a serious challenge that prevents the commercialization of PSCs. The introduction of hydrophobic long-chain organic cations into the perovskite film is a promising way to improve the long-term stability of devices. However, this approach always comes with the sacrifice of the power conversion efficiency (PCE). In this work, we introduce a novel one-step double ion passivation route together using phenylethylamine ion (PEA + ) and SCN – to passivate the grain boundary and surface of the perovskite polycrystalline film by crystal engineering to fabricate all air-processed, stable PSCs. Compared with three-dimensional (3D) MAPbI 3 perovskite films, the PEA + and SCN – codoped MAPbI 3 perovskite films from the single crystal engineering have a larger grain size and better stability with a longer carrier lifetime and lower electron trap state density. The champion PCE of 18.04% with negligible hysteresis was achieved for the 0.05 M PEA + and SCN – codoped PSCs, which exhibit 25% higher efficiency than the MAPbI 3 solar cell fabricated using the traditional precursor solution mixing method. The devices without encapsulation still maintain 82% of their original PCE when stored over 750 h under ambient air conditions with a relative humidity of 50%.",ACS Applied Energy Materials,American Chemical Society,True,Experimental passivation and fabrication of single-junction PSCs,False
10.1016/j.jechem.2024.06.056,Doping PCBM with fullerene phosphinate derivatives enhances the interface energy alignment and synergistic passivation capability,"Doping PCBM with fullerene phosphinate derivatives enhances the
interface energy alignment and synergistic passivation capability
Chengrong Wang a, Ling Liao a, Lisheng Fan b, Wenqi Ge b, Bing Fan b, Qi Huang a,⇑, Rufang Peng a, Bo Jin a,⇑
a State Key Laboratory of Environment-friendly Energy Materials, Southwest University of Science and Technology, Mianyang 621010, Sichuan, China
b Kunshan GCL Photoelectric Material Ltd. Co, Suzhou 215300, Jiangsu, China
a r t i c l e
i n f o
Article history:
Received 17 April 2024
Revised 13 June 2024
Accepted 24 June 2024
Available online 9 July 2024
Keywords:
Inverted perovskite solar cells
Fullerene Phosphonic Esters
Synergistic Passivation
Energy Level Matching
a b s t r a c t
Phenyl-C61-butyric acid methyl ester (PCBM) serves as a common electron transport layer (ETL) in
inverted p-i-n structure perovskite solar cells (IPSCs), yet energy barriers and insufﬁcient passivation
at the PCBM-perovskite interface hinder device effectiveness and durability. In this study, we present a
series of novel Fullerene Phenylacid Ester Derivatives (FPEDs: FPP, FTPP, FDPP) incorporated into
PCBM. Our investigations illustrate that FPEDs effectively act to passivate the perovskite surface by form-
ing robust interactions with uncoordinated Pb2+ ions via the phosphine oxide groups present in their
molecular structures, thereby enhancing the stability of the devices. Moreover, these additives elevate
the energy level of the lowest unoccupied molecular orbital (LUMO) of ETL, diminish the electron injec-
tio",Journal of Energy Chemistry,Elsevier BV,True,experimental ETL optimization for single-junction PSCs,False
10.1016/j.cej.2025.164637,In-situ polymerization of natural amino acids in SnO2 for environmentally friendly and high-efficiency perovskite solar cells,"In-situ polymerization of natural amino acids in SnO2 for environmentally 
friendly and high-efficiency perovskite solar cells
Yongjia Li 1, Jiaqi Chen 1, Xinjing Chen , Wenhui Meng , Dehua Wang , Shufang Zhang *,  
Hai Zhong , Changlin Yao , Qi Zhang *
School of Physics and Photoelectronic Engineering, Ludong University, Yantai 264025, PR China
A R T I C L E I N F O
Keywords:
Perovskite solar cells
Electron transfer layer
High performance
Stability
Lead leakage
A B S T R A C T
Organic-inorganic hybrid perovskite solar cells (PSCs) have achieved remarkable power conversion efficiencies 
(PCEs) up to 27 %, yet challenges in interfacial stability and lead (Pb2+) leakage hinder their commercialization. 
Here, we present a bioinspired strategy that leverages the pH-sensitive polymerization of glutamic acid (GLU) 
within SnO2 precursor solutions to address these limitations. By introducing GLU and ammonium persulfate into 
alkaline SnO2 colloids, polyglutamic acid (PGA) is in-situ polymerized during SnO2 film formation, circum­
venting polymer solubility issues. The multidentate carboxyl groups of PGA coordinate with Sn4+ and Pb2+ ions, 
passivating defects in SnO2, regulating film growth, and templating perovskite crystallization to yield large- 
grained, low-pinhole structures with reduced defect density. Simultaneously, hydrogen bonding between PGA 
and SnO2/perovskite interface suppresses halide ion migration while enhancing interfacial adhesion and charge 
transport. This dual interfacial engineering enables PSCs with a champion PCE of 25.76 % with 8.51 % 
improvement over contr",Chemical Engineering Journal,Elsevier BV,True,Experimental interfacial optimization of single-junction PSCs,False
10.1021/acsaem.4c02172,Humidity-Controlled SnO<sub>2</sub> Aggregation for Reliable Perovskite Solar Cell Fabrication,"The SnO 2 electron transport layer (ETL), fabricated by spin-coating from commercially available aqueous colloidal dispersion, is widely used in perovskite solar cells (PSCs). In this study, we demonstrate that the relative humidity (RH) during SnO 2 spin-coating significantly affects PSC performance. Spin-coating at higher RH levels leads to the formation of rougher SnO 2 ETL surfaces with numerous pinholes, which results in reduced PSC performance due to partial contact between the perovskite light absorber and the indium tin oxide (ITO) electrode layer. In contrast, smoother, pinhole-free SnO 2 ETL surfaces are achieved by spin-coating at lower RH levels, reducing ITO/perovskite contact and thereby enhancing PSC performance. A double-layer SnO 2 architecture is proposed to further improve PSC performance. In this architecture, the first SnO 2 layer, fabricated at 0% RH with a smooth surface, minimizes direct ITO/perovskite contact, while the second SnO 2 layer, fabricated at 80% RH with a rougher surface, enhances electron extraction by increasing the SnO 2 /perovskite interface area. These findings underscore the importance of controlling RH during SnO 2 spin-coating to achieve PSCs with better reproducibility.",ACS Applied Energy Materials,American Chemical Society,True,Experimental ETL optimization for single-junction PSCs,False
10.1021/acsami.3c02571,Promoting Large-Area Slot-Die-Coated Perovskite Solar Cell Performance and Reproducibility by Acid-Based Sulfono-γ-AApeptide,"Homogeneous and pinhole-free large-area perovskite films are required to realize the commercialization of perovskite modules and panels. Various large-area perovskite coatings were developed; however, at their film coating and drying stages, many defects were formed on the perovskite surface. Consequently, not only the devices lost substantial performance but also their long-term stability deteriorated. Here, we fabricated a compact and uniform large-area MAPbI 3 -perovskite film by a slot-die coater at room temperature ( T ) and at high relative humidity (RH) up to 40%. The control slot-die-coated perovskite solar cell (PSC) produced 1.082 V open-circuit voltage ( V oc ), 24.09 mA cm –2 short current density ( J sc ), 71.13% fill factor (FF), and a maximum power conversion efficiency (PCE) of 18.54%. We systematically employed a multi-functional artificial amino acid (F-LYS-S) to modify the perovskite defects. Such amino acids are more inclined to bind and adhere to the perovskite defects. The amino, carbonyl, and carboxy functional groups of F-LYS-S interacted with MAPbI 3 through Lewis acid–base interaction and modified iodine vacancies significantly. Fourier transform infrared spectroscopy revealed that the C═O group of F-LYS-S interacted with the uncoordinated Pb 2+ ions, and X-ray photoelectron spectroscopy revealed that the lone pair of −NH 2 coordinated with the uncoordinated Pb 2+ and consequently modified the I – vacancies remarkably. As a result, the F-LYS-S-modified device demonstrated more than three-fold charge recombination resistance, which is one of the primary requirements to fabricate high-performance PSCs. Therefore, the device fabricated employing F-LYS-S demonstrated remarkable PCE of 21.08% with superior photovoltaic parameters of 1.104 V V oc, 24.80 mA cm –2 J sc, and 77.00%. FF. Concurrently, the long-term stability of the PSCs was improved by the F-LYS-S post-treatment, where the modified device retained ca. 89.6% of its initial efficiency after storing for 720 h in air ( T ∼ 27 °C and RH ∼ 50–60%).",ACS Applied Materials & Interfaces,American Chemical Society,True,Experimental large-area single-junction PSC fabrication and optimization,False
10.1016/j.jechem.2024.04.037,Improving the operational stability of perovskite solar cells with cesium-doped graphene oxide interlayer,"Improving the operational stability of perovskite solar cells with
cesium-doped graphene oxide interlayer
Masaud Almalki a,f,1, Katerina Anagnostou b,1, Konstantinos Rogdakis b, Felix T. Eickemeyer a,
Mostafa Othman c, Minas M. Stylianakis d, Dimitris Tsikritzis b, Anwar Q. Alanazi f, Nikolaos Tzoganakis b,
Lukas Pfeifer a, Rita Therisod e, Xiaoliang Mo g, Christian M. Wolff c, Aïcha Hessler-Wyser c,
Shaik M. Zakeeruddin a, Hong Zhang a,g,⇑, Emmanuel Kymakis b,⇑, Michael Grätzel a,⇑
a Laboratory of Photonics and Interfaces, École Polytechnique Fédérale de Lausanne (EPFL), Lausanne 1015, Switzerland
b Department of Electrical and Computer Engineering, Hellenic Mediterranean University, Heraklion, Crete 71410, Greece
c Institute of Electrical and Microengineering (IEM) Photovoltaics and Thin-Film Electronics Laboratory (PV-Lab), École Polytechnique Fédérale de Lausanne (EPFL), Neuchâtel
2000, Switzerland
d Department of Nursing, Faculty of Health Sciences, Hellenic Mediterranean University, Crete 71410, Greece
e Centre Interdisciplinaire de Microscopie Electronique, École Polytechnique Fédérale de Lausanne (EPFL), Lausanne 1015, Switzerland
f Future Energy Technology Institute, King Abdulaziz City for Science and Technology (KACST), P.O. Box 6086, Riyadh 11442, Saudi Arabia
g State Key Laboratory of Photovoltaic Science and Technology, Shanghai Frontiers Science Research Base of Intelligent Optoelectronics and Perception, Institute of
Optoelectronics, Department of Materials Science, Fudan University, Shanghai 200433, China
a r t i c l e
i n f o
Article history:
Received 16 February 2024
Revised 22 April 2024
Accepted 27 April 2024
Available online 9 May 2024
Keywords:
Perovskite solar cells",Journal of Energy Chemistry,Elsevier BV,True,Experimental stability improvement via interlayer in single-junction PSC,False
10.1021/acsaem.3c03135,Acetate-Assisted Buried Interface Engineering for Highly Efficient Carbon-Based CsPbI<sub>2</sub>Br Perovskite Solar Cells,"Inorganic CsPbI 2 Br carbon-based perovskite solar cells (C-PSCs) are considered as an alternative promising contender in the field of photovoltaics, attributed to their remarkable thermal stability and cost-effectiveness. However, the defects located at the electron transporting layer (ETL)/perovskite interface (i.e., buried interface) and unsatisfactory crystallinity of CsPbI 2 Br films hinder the progress in enhancing the power conversion efficiency (PCE). Herein, we put forward facile acetate-assisted buried interface engineering to passivate TiO 2 /perovskite interface defects along with regulate the crystallization process of CsPbI 2 Br. Multifunctional small molecule interface modifier zinc acetate (Zn(Ac) 2 ) is introduced into the surface of TiO 2 ETL, which can passivate the oxygen vacancy defects of TiO 2 and optimize the energy level alignment at the TiO 2 /CsPbI 2 Br interface. Meanwhile, part of Ac – may be dissolved in the CsPbI 2 Br precursor to retard its nucleation process, leading to enhanced crystallinity with a larger grain size of the CsPbI 2 Br film. As a result, reduced interface defects and bulk defects as well as enhanced electron extraction are achieved, which substantially enhance the PCE of CsPbI 2 Br C-PSCs from 12.54% to 14.20%, among the highest values of this type of device. Besides, thermal and long-term storage stabilities of the optimized devices are improved.",ACS Applied Energy Materials,American Chemical Society,True,Experimental interface engineering of single-junction PSCs,False
10.1016/j.nanoen.2024.109984,Additive and interface passivation dual synergetic strategy enables reduced voltage loss in wide-bandgap perovskite solar cells,"Additive and interface passivation dual synergetic strategy enables reduced 
voltage loss in wide-bandgap perovskite solar cells 
Xin Meng a, Xiaoxuan Liu a, Qisen Zhou a,*, Zonghao Liu a,b,**, Wei Chen a,b,** 
a Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan 430074, China 
b Optics Valley Laboratory, Hubei 430074, China   
A R T I C L E I N F O  
Keywords: 
Wide-bandgap perovskite 
Open-circuit voltage loss 
Additive engineering 
Interface passivation 
A B S T R A C T  
The open-circuit voltage (VOC) loss for wide-bandgap (WBG) perovskite solar cells (PSCs) is a significant obstacle 
to their further development. Herein, we introduce a dual approach involving mixed potassium thiocyanate and 
potassium chloride (KSCN+KCl) additives combined with 2-thiophene methylamine iodine (2-ThMAI) post- 
passivation strategy to mitigate VOC loss in WBG PSCs. In the mixed additives, KSCN can expand the grains 
and reduce the grain boundary, while KCl can inhibit the migration of halogen ions, effectively preventing phase 
segregation in WBG perovskites under the combination of both. However, due to the substantial energy level 
mismatch at the perovskite/electron transport layer (ETL) interface, suppressing phase segregation alone is 
insufficient to reduce the VOC loss. Therefore, introducing 2-ThMAI interface passivation could uniform spatial 
distribution of perovskite surface potential, promote energetic alignment at perovskite/electron transport layer 
interface, and further reduce the VOC loss. With these optimizations, the champion WBG PSCs achieved an 
enhanced VOC of 1.327 V and a promising power conversion efficiency (PCE) of 19.44 %. Additionally, these 
modified WBG PSCs retained 94 % of their initial efficiency after 500 hours of",Nano Energy,Elsevier BV,True,Experimental additive/passivation optimization of single-junction PSCs,False
10.1002/adfm.202209516,Molecular Bridge Assisted Bifacial Defect Healing Enables Low Energy Loss for Efficient and Stable Perovskite Solar Cells,"<jats:title>Abstract</jats:title><jats:p>Interface engineering is of paramount importance for optimizing carrier dynamics and stability of perovskite solar cells (PSCs), but little attention has been paid to understanding and managing the buried interfaces. Here, a molecular bridge strategy is developed to modify the properties of buried interfaces in n–i–p PSCs by introducing a multi‐functional additive 2‐Hydroxyethyl trimethylammonium chloride (ChCl) in the bottom SnO<jats:sub>2</jats:sub> electron transport layer. The ChCl treatment enables bifacial defects passivation and improved perovskite quality, leading to notably enhanced electron extraction and suppressed non‐radiative recombination at the buried interfaces. As a result, a significantly improved power conversion efficiency (PCE) from 20.0% to 23.07% with a remarkable open‐circuit voltage (<jats:italic>V</jats:italic><jats:sub>oc</jats:sub>) of up to 1.193 V is achieved, along with superior stability (up to 4000 h) for the unsealed devices under different conditions (moisture, heat and maximum power point). Furthermore, this molecular bridge strategy demonstrates the ability to release the stress in perovskite thin film and simultaneously strengthen the interfacial toughness in flexible PSCs, yielding remarkable mechanical stability and a champion PCE of 21.50%. This study offers deep insights into understanding and engineering the buried interfaces and provides effective strategies to further enhance the performance and stability of PSCs.</jats:p>",Advanced Functional Materials,Wiley,True,Experimental interface optimization of single-junction PSCs,False
10.1021/acsenergylett.4c01725,Unraveling the Formation Mechanisms of Highly Oriented Tin Perovskite with a 3D-over-2D Heterostructure,"Tin-based perovskites (TinPVKs) have become the most promising candidates for lead-free perovskite solar cells, owing to its low toxicity and improved photovoltaic performance. However, due to the absence of 4f shell, TinPVKs suffer from uncontrolled crystallization, limiting the power conversion efficiency (PCE) of tin perovskite solar cells (TinPSCs). Here, we systematically study the ligand regulated crystallization process of TinPVK. We find that with elongated spin time, TinPVK crystals undergo reorientation and lateral growth. 3D α-phase FASnI 3 and 2D ( n = 2) and 2D ( n = 1) phases emerge sequentially to form a “3D-over-2D” heterostructure via a proposed “diffusion-propagation” mechanism. TinPSCs exhibit improved open circuit voltage ( V OC ) due to favorable energy level alignment of the 3D-over-2D heterostructure, with a champion PCE value of 13.07% and T 80 value of over 1200 h. This work provides mechanistic insights on controlled crystallization and heterostructure formation of TinPVKs, paving the way toward high-efficiency TinPSCs.",ACS Energy Letters,American Chemical Society,True,Experimental tin PSC heterostructure optimization,False
10.1016/j.cej.2023.148133,Green N1 additive modified perovskite precursor enables effective manufacturing of large-area solar cell modules with high efficiency and stability,"Chemical Engineering Journal 480 (2024) 148133
Available online 16 December 2023
1385-8947/© 2023 Elsevier B.V. All rights reserved.
Green N1 additive modified perovskite precursor enables effective 
manufacturing of large-area solar cell modules with high efficiency 
and stability 
Yue Zang a, Yibo Tu a, Chuanjia Jiao b, Wangnan Li b,c,*, Peng Zhou a,d,*, Jiahao Cheng b, 
Gaoyuan Yang a, Tianxiang Shao a, Jingchuan Ye a, Guodong Li a, Liang Chu a, Shaojian Lu e,g, 
Guijie Liang b,c, Ying Liang b,c, Jingyang Wang b,c, Zhicheng Zhong b,c, Run Hu f, 
Wensheng Yan a,* 
a Institute of Carbon Neutrality and New Energy, School of Electronics and Information, Hangzhou Dianzi University, Hangzhou 310018, PR China 
b Hubei Key Laboratory of Low Dimensional Optoelectronic Materials and Devices, Hubei University of Arts and Science, Xiangyang 441053, PR China 
c Hubei Longzhong Laboratory, Xiangyang 441000, PR China 
d State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan 430070, PR China 
e Hubei Institute of Aerospace Chemotechnology, Xiangyang 441003, PR China 
f School of Energy and Power Engineering, Huazhong University of Science and Technology, Wuhan 430074, PR China 
g Hubei Aerospace Chemical New Materials Co., Ltd, Xiangyang 441057, PR China   
A R T I C L E I N F O  
Keywords: 
Perovskite solar cells 
Green additive 
Nucleation regulation 
Large-area preparation 
Slot-die printing 
A B S T R A C T  
Although the record power conversion efficiency (PCE) of perovskite solar cells (PSCs) has been continuously 
boosted, the effective large-area manufacturing and good device stability are the major challenges toward their 
comme",Chemical Engineering Journal,Elsevier BV,True,IChat,False
10.1016/j.solener.2021.09.051,Photovoltaic green application of waste toner carbon on fully printable mesoscopic perovskite solar cells,"Solar Energy 228 (2021) 439–446
Available online 2 October 2021
0038-092X/© 2021 International Solar Energy Society. Published by Elsevier Ltd. All rights reserved.
Photovoltaic green application of waste toner carbon on fully printable 
mesoscopic perovskite solar cells 
Dun Ma a,1, jie Sheng a,1, Yanzhong Hao b, Jingshan He a, Ya Zhong a, Wenjun Wu a,* 
a Key Laboratory for Advanced Materials and Institute of Fine Chemicals, Shanghai Key Laboratory of Functional Materials Chemistry, School of Chemistry and 
Molecular Engineering, East China University of Science and Technology, 130 Meilong Road, Shanghai 200237, China 
b College of Sciences, Hebei University of Science and Technology, Shijiazhuang, Hebei 050018, China   
A R T I C L E I N F O  
Keywords: 
Perovskite Solar Cells 
Waste Toner Carbon 
Fully Print 
Photovoltaic Green Application 
A B S T R A C T  
With the growing demand of print and copy in modern society, waste toner carbon from printer cartridges causes 
serious environmental pollution. Herein, we innovatively attempt to apply it directly to the assembly of carbon 
electrodes for the fully printable mesoscopic perovskite solar cell (FP-PSCs). Its morphology, conductivity, work 
function, charge recombination, hydrophobicity and other characteristics of electrodes can be controlled through 
optimizing its usage, which greatly improves the photoelectric conversion performance, and the best power 
conversion efficiency reaches 11.78%. It opens up a new way for the green recycling application of waste toner 
carbon powder.   
1. Introduction 
Up to now, perovskite solar cells (PSCs) have become a hot research 
direction in the field of photovoltaic energy (Hanusch et al., 2014; Heo 
et al., 2013; Jeon et al., 2014; Ko et al., 2015; Ryu et al., 2014; Yamada 
et al., 2014). ",Solar Energy,Elsevier BV,True,Experimental electrode optimization for single-junction PSC,False
10.1016/j.nanoen.2024.109543,"Smoothed grain boundary grooves, passivated defects and released compressive stresses via bulk molecule doping for efficient perovskite solar cells","Nano Energy 125 (2024) 109543
Available online 27 March 2024
2211-2855/© 2024 Elsevier Ltd. All rights reserved.
Full paper 
Smoothed grain boundary grooves, passivated defects and released 
compressive stresses via bulk molecule doping for efficient perovskite 
solar cells 
Shengmin Wang a, Zhenkun Liu c, Mengqi Jin a, Chong Chen a,b,*, Mao Liang c,**, Zhitao Shen a, 
Fumin Li a,**, Dong Yang a, Xin Zhou a, Rong Liu a, Huilin Li a, Ying Liu a, Mingtai Wang b,** 
a Henan Key Laboratory of Photovoltaic Materials, School of Future Technology, Henan University, Kaifeng 475004, PR China 
b Institute of Solid State Physics, HFIPS, Chinese Academy of Sciences, Hefei 230031, PR China 
c Tianjin Key Laboratory of Organic Solar Cells and Photochemical Conversion, Department of Applied Chemistry, Tianjin University of Technology, Tianjin 300384, PR 
China   
A R T I C L E I N F O  
Keywords: 
Grain boundary grooves (GBGs) 
Residual stress 
Defect states 
Bulk molecule doping 
Efficiency 
Perovskite solar cells 
A B S T R A C T  
In preparing efficient and stable perovskite solar cells (PSCs), it is challenging to simultaneously overcome the 
inherent problems of grain boundary grooves (GBGs), residual stress, defect states in perovskite film. Herein, a 
small organic molecule additive, pyridinium 1,4-zwitterionic thiolates (PZT), is synthesized to prepare high- 
quality PZT-doped perovskite active layer through bulk molecule doping method. The PZT promotes the crys­
tallization of perovskite, optimizes the crystal orientation, and smooths the GBGs of perovskite films. Meanwhile, 
PZT releases compressive stress and passivates the perovskite defects at the surface/interface as well as internal 
grain boundaries in the perovskite film, which inhibits the charge recombination and promotes the charge 
separation and transport efficiency in the bulk perovskite films through the atomic interaction at the perovskite/ ",Nano Energy,Elsevier BV,True,Experimental bulk doping optimization for single-junction PSCs,False
10.1021/acsenergylett.2c01800,Spacer Engineering for 2D Ruddlesden–Popper Perovskites with an Ultralong Carrier Lifetime of Over 18 μs Enable Efficient Solar Cells,"2D Ruddlesden–Popper (RP) perovskites have become emerging photovoltaic materials due to their outstanding optoelectronic properties and intrinsic structure stability. Here, two structurally similar organic spacers with conjugated and unconjugated unites, namely FuMA and THFMA, were developed to study their effects on the photophysical properties of 2D RP perovskites. A very important finding is that the 2D perovskite film ( n = 4) based on FuMA with a conjugated furan unit exhibits an ultralong average carrier lifetime of 18.03 μs, which could be attributed to the enlarged dielectric constant, reduced exciton binding energy, and decreased electron–phonon coupling coefficients of the FuMA-based 2D RP perovskites. The optimized device based on the FuMA spacer achieves a high PCE of 18.00% with negligible hysteresis, much higher than that of the THFMA-based device (PCE = 13.79%). This work opens a new avenue for developing 2D RP perovskite films with ultralong carrier lifetimes for photovoltaic and other optoelectronic applications.",ACS Energy Letters,American Chemical Society,True,Experimental single-junction PSC optimization and characterization,False
10.1016/j.jechem.2021.07.014,Modification of compact TiO2 layer by TiCl4-TiCl3 mixture treatment and construction of high-efficiency carbon-based CsPbI2Br perovskite solar cells,"Abstract In the construction of high performance planar perovskite solar cells (PSCs), the modification of compact TiO2 layer and engineering of perovskite/TiO2 interfaces are essential for efficient electron transfer and retarded charge recombination loss. In this work, a facile and effective strategy is developed to modify the surface of compact TiO2 layer by TiCl4-TiCl3 mixture treatment. Compared with conventional sole TiCl4, the TiCl4-TiCl3 treatment takes the advantage of accelerated and controlled hydrolysis of TiCl3, therefore TiO2 with dominating anatase phase and moderate roughness is obtained to facilitate the growth of CsPbI2Br perovskite layer with high quality. Furthermore, the oxidation-driven hydrolysis of TiCl3 component results in surface Cl doping that facilitates interfacial electron transfer with retarded recombination loss. The average power conversion efficiency (PCE) of carbon-based CsPbI2Br planar PSCs based on TiCl4-TiCl3 treatment increases to 14.18% from the intial 13.04% based on conventional sole TiCl4 treatment. The champion PSC exhibits a PCE of 14.46% (Voc = 1.28 V, Jsc = 14.21 mA/cm2, and FF = 0.794), which is one of the highest PCEs for carbon-based CsPbI2Br PSCs.",Journal of Energy Chemistry,Elsevier BV,True,Experimental TiO2 optimization for single-junction PSC,False
10.1038/s41467-024-55414-4,Highly stable perovskite solar cells with 0.30 voltage deficit enabled by a multi-functional asynchronous cross-linking,"The primary challenge in commercializing perovskite solar cells (PSCs) mainly stems from fragile and moisture-sensitive nature of halide perovskite materials. In this study, we propose an asynchronous cross-linking strategy. A multifunctional cross-linking initiator, divinyl sulfone (DVS), is firstly pre-embedded into perovskite precursor solutions. DVS, also as a special co-solvent, facilitates intermediate-dominated perovskite crystallization manipulation, favouring formamidine-DVS based solvate transition. Subsequently, DVS-embedded perovskite as-cast films are post-treated with a nucleophilic reagent, glycerinum, to trigger controllably three-dimensional co-polymerization. The resulting cross-linking scaffold provides enhanced water-resistance, releases residual tensile strain, and suppresses deep-level defects. We achieve a maximum efficiency over 25% (certified 24.6%) and a maximum VOC of 1.229 V, corresponding to mere 0.30 V deficit, reaching 97.5% of the theoretical limit, which is the highest reported in all perovskite systems. This strategy is generally applicable with enhanced efficiencies approaching 26%. All-around protection significantly improves PSC’s operational longevity and thermal endurance. The primary challenge in commercializing perovskite solar cells stems from the fragile and moisture-sensitive nature of perovskite materials. Here, authors propose a multi-functional asynchronous cross-linking strategy and achieve high-performance and stable devices with mere 0.30 voltage deficit.",Nature Communications,Nature Portfolio,True,Experimental cross-linking improves single-junction PSC stability,False
10.1016/j.jechem.2022.07.038,Chelation of lithium ion with crown ether for eliminating adverse effects caused by Li-TFSI/tBP doping system in Spiro-OMeTAD,"Chelation of lithium ion with crown ether for eliminating adverse effects
caused by Li-TFSI/tBP doping system in Spiro-OMeTAD
Zhongquan Wan a,b,⇑, Hui Lu b, Jinyu Yang a, Yunpeng Zhang a, Fangyan Lin a, Jianxing Xia a, Xiaojun Yao c,
Junsheng Luo a,⇑, Chunyang Jia a,⇑
a State Key Laboratory of Electronic Thin Films and Integrated Devices, School of Electronic Science and Engineering, University of Electronic Science and Technology of China,
Chengdu 610054, Sichuan, China
b Shenzhen Institute for Advanced Study, University of Electronic Science and Technology of China, Shenzhen 518110, Guangdong, China
c State Key Laboratory of Applied Organic Chemistry, Lanzhou University, Lanzhou 730000, Gansu, China
a r t i c l e
i n f o
Article history:
Received 11 May 2022
Revised 20 July 2022
Accepted 30 July 2022
Available online 05 August 2022
Keywords:
Perovskite solar cells
Spiro-OMeTAD
Li-TFSI dopant
12-Crown-4
Chelation
a b s t r a c t
Lithium bis(triﬂuoromethanesulfonyl)imide (Li-TFSI)/4-tert-butylpyridine (tBP) is a classic doping sys-
tem for the hole transport material Spiro-OMeTAD in typical n-i-p structure perovskite solar cells
(PSCs), but this system will cause many problems such as high hygroscopicity, Li+ migration, pinholes
and so on, which hinder PSC from maintaining high efﬁciency and stability for long-term. In this work,
an effective strategy is demonstrated to improve the performance and stability of PSC by replacing tBP
with 12-crown-4. The chelation of 12-crown-4 with Li+ not only improves the doping effect of Li-TFSI,
but also perfectly solves the problems caused by the Li-TFSI/tBP system. The PSC based on this strategy
achieved a champion power conversion efﬁciency (PCE) ov",Journal of Energy Chemistry,Elsevier BV,True,Optimizes Spiro-OMeTAD doping in single-junction PSCs,False
10.1002/adma.202506048,Reinforced Perovskite‐Substrate Interfaces via Multi‐Sited and Dual‐Sided Anchoring,"<jats:title>Abstract</jats:title><jats:p>Interfacial reliability is critical for the long‐term stability of perovskite solar cells (PSCs), yet the perovskite‐substrate interface represents the most vulnerable part in high‐efficiency devices. Here, this interface, by incorporating a dual‐sided anchoring polymeric hole‐transporting interlayer is reinforced with abundant coordinating pyridyl units as side chains, which induces strong adhesion between the perovskite and substrate by forming multidimensional interactions with adjacent layers. This simultaneously enhances the mechanical strength through effective distribution and dissipation of mechanical stress and the electronic quality of the perovskite‐substrate interface through defect passivation. The resulting PSCs exhibit a high power conversion efficiency (PCE) of 26.8% (certified at 26.6%). With a more robust perovskite composition, devices maintain 98% of their initial PCE of ≈26% after maximum‐power‐point tracking at 85 °C for 1500 h. These devices exhibit excellent fatigue resistance under thermal cycling (‐40 to 85 °C), retaining 93% efficiency after undergoing 900 cycles.</jats:p>",Advanced Materials,Wiley,True,Experimental interface optimization for single-junction PSCs,False
10.1002/smll.202310868,Triple Cross‐Linking Engineering Strategies for Efficient and Stable Inverted Flexible Perovskite Solar Cells,"<jats:title>Abstract</jats:title><jats:p>Inverted flexible perovskite solar cells (fPSCs) are promising for commercialization due to their low cost, lightweight, and excellent stability. However, enhancing fPSCs’ power conversion efficiency and stability remains challenging. Here, an unprecedented triple cross‐linking engineering strategy is innovatively exhibit for efficient and stable inverted fPSCs. First, a carefully designed cross‐linker, 4‐fluorophenyl 5‐(1,2‐dithiolan‐3‐yl) pentanoate (FB‐TA), is added to the perovskite precursor solution. During the perovskite film's crystallization at a low temperature, the cross‐linking product of FB‐TA can passivate the grain boundaries and reduce the film's residual strain and Young's module. Then, FB‐TA is also introduced for the bottom‐ and top‐interface modification of the perovskite film. The interfacial treating strategy protects the perovskite from water invasion and strengthens the interfaces. The combination of triple strategies affords highly efficient inverted fPSCs with a champion efficiency of 21.42% among the state‐of‐the‐art inverted fPSCs based on nickel oxides. More importantly, the flexible devices also exhibit superior stabilities with <jats:italic>T<jats:sub>90</jats:sub></jats:italic> &gt;4000 bending cycles, photostability with <jats:italic>T<jats:sub>90</jats:sub></jats:italic> &gt;568 h, and ambient stability with <jats:italic>T<jats:sub>90</jats:sub></jats:italic> &gt;2000 h, especially the stability with <jats:italic>T<jats:sub>80</jats:sub></jats:italic> &gt;1120 h under harsh damp‐heat conditions (i.e., 85 °C and 85% RH). The strategy provides new insights into the industrialization of high‐performance and stable fPSCs.</jats:p>",Small,Wiley,True,Focuses on experimental flexible PSCs,False
